state,year,ncode,lcode,datum,date,latest_year_flag,ncode_description
Utah,2017,6.4,fg-yorg,92.11143402,1/1/2017,0,"Youth organizations per 1,000 youth aged 5–17"
Utah,2018,6.4,fg-yorg,86.40907156,1/1/2018,0,"Youth organizations per 1,000 youth aged 5–17"
Utah,2019,6.4,fg-yorg,101.0442626,1/1/2019,0,"Youth organizations per 1,000 youth aged 5–17"
Utah,2020,6.4,fg-yorg,102.9137846,1/1/2020,1,"Youth organizations per 1,000 youth aged 5–17"
Utah,2008,7.1,sm-grad,0.290575788,1/1/2008,0,Share of population that are college graduates
Utah,2009,7.1,sm-grad,0.284850611,1/1/2009,0,Share of population that are college graduates
Utah,2010,7.1,sm-grad,0.293496944,1/1/2010,0,Share of population that are college graduates
Utah,2011,7.1,sm-grad,0.297492087,1/1/2011,0,Share of population that are college graduates
Utah,2012,7.1,sm-grad,0.307384538,1/1/2012,0,Share of population that are college graduates
Utah,2013,7.1,sm-grad,0.313385802,1/1/2013,0,Share of population that are college graduates
Utah,2014,7.1,sm-grad,0.311018024,1/1/2014,0,Share of population that are college graduates
Utah,2015,7.1,sm-grad,0.318443307,1/1/2015,0,Share of population that are college graduates
Utah,2016,7.1,sm-grad,0.325774263,1/1/2016,0,Share of population that are college graduates
Utah,2017,7.1,sm-grad,0.346157572,1/1/2017,0,Share of population that are college graduates
Utah,2018,7.1,sm-grad,0.348546559,1/1/2018,0,Share of population that are college graduates
Utah,2019,7.1,sm-grad,0.347700241,1/1/2019,1,Share of population that are college graduates
Utah,2008,7.2,sm-hr,0.742206473,1/1/2008,0,Homeownership rates
Utah,2009,7.2,sm-hr,0.743049836,1/1/2009,0,Homeownership rates
Utah,2010,7.2,sm-hr,0.726028313,1/1/2010,0,Homeownership rates
Utah,2011,7.2,sm-hr,0.723647812,1/1/2011,0,Homeownership rates
Utah,2012,7.2,sm-hr,0.721026432,1/1/2012,0,Homeownership rates
Utah,2013,7.2,sm-hr,0.710382,1/1/2013,0,Homeownership rates
Utah,2014,7.2,sm-hr,0.713906981,1/1/2014,0,Homeownership rates
Utah,2015,7.2,sm-hr,0.719285767,1/1/2015,0,Homeownership rates
Utah,2016,7.2,sm-hr,0.725967607,1/1/2016,0,Homeownership rates
Utah,2017,7.2,sm-hr,0.730175011,1/1/2017,0,Homeownership rates
Utah,2018,7.2,sm-hr,0.736675935,1/1/2018,0,Homeownership rates
Utah,2019,7.2,sm-hr,0.748841746,1/1/2019,1,Homeownership rates
Utah,1940,7.3,sm-em,0.936999977,1/1/1940,0,Economic mobility
Utah,1950,7.3,sm-em,0.782999992,1/1/1950,0,Economic mobility
Utah,1960,7.3,sm-em,0.643000007,1/1/1960,0,Economic mobility
Utah,1970,7.3,sm-em,0.611000001,1/1/1970,0,Economic mobility
Utah,1980,7.3,sm-em,0.531000018,1/1/1980,1,Economic mobility
Utah,2008,7.4,cl-ums,0.090654151,1/1/2008,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2009,7.4,cl-ums,0.115050955,1/1/2009,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2010,7.4,cl-ums,0.135040143,1/1/2010,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2011,7.4,cl-ums,0.119252828,1/1/2011,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2012,7.4,cl-ums,0.116335542,1/1/2012,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2013,7.4,cl-ums,0.111731292,1/1/2013,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2014,7.4,cl-ums,0.121965857,1/1/2014,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2015,7.4,cl-ums,0.100504105,1/1/2015,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2016,7.4,cl-ums,0.091538948,1/1/2016,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2017,7.4,cl-ums,0.095812131,1/1/2017,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2018,7.4,cl-ums,0.073058725,1/1/2018,0,"Share of 16–24-year-olds not in employment, education, or training"
Utah,2019,7.4,cl-ums,0.082826484,1/1/2019,1,"16–24-year-olds not in employment, education, or training"
Utah,2008,3._1,cl-cdd,0.337264462,1/1/2008,0,
Utah,2009,3._1,cl-cdd,0.334210707,1/1/2009,0,
Utah,2010,3._1,cl-cdd,0.339699601,1/1/2010,0,
Utah,2011,3._1,cl-cdd,0.331439915,1/1/2011,0,
Utah,2012,3._1,cl-cdd,0.324421467,1/1/2012,0,
Utah,2013,3._1,cl-cdd,0.315380372,1/1/2013,0,
Utah,2014,3._1,cl-cdd,0.310255634,1/1/2014,0,
Utah,2015,3._1,cl-cdd,0.308437987,1/1/2015,0,
Utah,2016,3._1,cl-cdd,0.311607191,1/1/2016,0,
Utah,2017,3._1,cl-cdd,0.311137594,1/1/2017,0,
Utah,2018,3._1,cl-cdd,0.134085792,1/1/2018,1,
